Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,14:43:11.839562,14:43:35.701343,1,-1.0
1,14:43:11.839562,14:43:35.998854,1,-1.0
1,14:43:11.839562,14:43:36.222682,1,-1.0
1,14:43:11.839562,14:43:36.510481,1,-1.0
1,14:43:11.839562,14:43:36.801403,-1,-1.0
1,14:43:11.839562,14:43:37.031649,-1,-1.0
1,14:43:11.839562,14:43:37.326390,-1,-1.0
1,14:43:11.839562,14:43:37.567452,-1,-1.0
1,14:43:11.839562,14:43:37.865928,-1,-1.0
1,14:43:11.839562,14:43:37.981235,1,-1.0
1,14:43:11.839562,14:43:38.274742,1,-1.0
1,14:43:11.839562,14:43:38.486573,1,-1.0
1,14:43:11.839562,14:43:38.781591,1,-1.0
1,14:43:11.839562,14:43:39.005891,-1,-1.0
1,14:43:11.839562,14:43:39.297825,-1,-1.0
1,14:43:11.839562,14:43:39.583669,-1,-1.0
1,14:43:11.839562,14:43:39.805869,-1,-1.0
1,14:43:11.839562,14:43:40.101376,1,-1.0
1,14:43:11.839562,14:43:40.391750,1,-1.0
1,14:43:11.839562,14:43:40.538849,1,-1.0
1,14:43:11.839562,14:43:40.885244,-1,-1.0
1,14:43:11.839562,14:43:41.180279,-1,-1.0
1,14:43:11.839562,14:43:41.398487,-1,-1.0
1,14:43:11.839562,14:43:41.692799,-1,-1.0
1,14:43:11.839562,14:43:41.847085,1,-1.0
1,14:43:11.839562,14:43:42.080808,1,-1.0
1,14:43:11.839562,14:43:42.375071,1,-1.0
1,14:43:11.839562,14:43:42.584632,1,-1.0
1,14:43:11.839562,14:43:42.756091,-1,-1.0
1,14:43:11.839562,14:43:43.082559,-1,-1.0
1,14:43:11.839562,14:43:43.378562,-1,-1.0
1,14:43:11.839562,14:43:43.616864,-1,-1.0
1,14:43:11.839562,14:43:43.854242,-1,-1.0
1,14:43:11.839562,14:43:44.021144,1,-1.0
1,14:43:11.839562,14:43:44.317258,1,-1.0
1,14:43:11.839562,14:43:44.536658,1,-1.0
1,14:43:11.839562,14:43:44.757885,1,-1.0
1,14:43:11.839562,14:43:45.002531,1,-1.0
1,14:43:11.839562,14:43:45.494589,-1,-1.0
1,14:43:11.839562,14:43:45.807635,-1,-1.0
1,14:43:11.839562,14:43:46.104922,-1,-1.0
1,14:43:11.839562,14:43:46.395100,-1,-1.0
1,14:43:11.839562,14:43:47.323862,1,-1.0
1,14:43:11.839562,14:43:47.614502,1,-1.0
1,14:43:11.839562,14:43:47.823596,1,-1.0
1,14:43:11.839562,14:43:59.260257,-1,-1.0
1,14:43:11.839562,14:43:59.482637,-1,-1.0
1,14:43:11.839562,14:43:59.727238,-1,-1.0
1,14:43:11.839562,14:44:00.151882,1,-1.0
1,14:43:11.839562,14:44:00.377623,1,-1.0
1,14:43:11.839562,14:44:00.596618,1,-1.0
1,14:43:11.839562,14:44:00.805197,1,-1.0
1,14:43:11.839562,14:44:01.043816,1,-1.0
1,14:43:11.839562,14:44:01.349754,-1,-1.0
1,14:43:11.839562,14:44:01.640650,-1,-1.0
1,14:43:11.839562,14:44:01.931438,-1,-1.0
1,14:43:11.839562,14:44:02.561261,1,-1.0
1,14:43:11.839562,14:44:02.790735,1,-1.0
1,14:43:11.839562,14:44:03.003147,1,-1.0
1,14:43:11.839562,14:44:03.194986,1,-1.0
1,14:43:11.839562,14:44:03.431135,1,-1.0
1,14:43:11.839562,14:44:03.611317,1,-1.0
1,14:43:11.839562,14:44:03.797622,1,-1.0
1,14:43:11.839562,14:44:04.018814,1,-1.0
1,14:43:11.839562,14:44:04.223677,1,-1.0
1,14:43:11.839562,14:44:04.448637,1,-1.0
1,14:43:11.839562,14:44:04.661135,1,-1.0
1,14:43:11.839562,14:44:04.851783,1,-1.0
1,14:43:11.839562,14:44:05.079854,1,-1.0
1,14:43:11.839562,14:44:05.306720,1,-1.0
1,14:43:11.839562,14:44:05.528703,1,-1.0
1,14:43:11.839562,14:44:05.754057,1,-1.0
1,14:43:11.839562,14:44:05.997989,1,-1.0
1,14:43:11.839562,14:44:06.192021,1,-1.0
1,14:43:11.839562,14:44:08.474087,1,-1.0
1,14:43:11.839562,14:44:08.620590,1,-1.0
1,14:43:11.839562,14:44:08.758192,1,-1.0
1,14:43:11.839562,14:44:08.887564,1,-1.0
1,14:43:11.839562,14:44:08.964768,1,-1.0
1,14:43:11.839562,14:44:09.260265,1,-1.0
1,14:43:11.839562,14:44:09.393859,1,-1.0
1,14:43:11.839562,14:44:09.534177,1,-1.0
1,14:43:11.839562,14:44:09.628902,1,-1.0
1,14:43:11.839562,14:44:09.743721,1,-1.0
1,14:43:11.839562,14:44:09.840527,1,-1.0
1,14:43:11.839562,14:44:09.957218,1,-1.0
1,14:43:11.839562,14:44:10.317056,1,-1.0
1,14:43:11.839562,14:44:10.488683,1,-1.0
1,14:43:11.839562,14:44:10.583165,1,-1.0
1,14:43:11.839562,14:44:10.710048,1,-1.0
1,14:43:11.839562,14:44:11.006141,1,-1.0
1,14:43:11.839562,14:44:11.795318,1,-1.0
1,14:43:11.839562,14:44:11.963226,1,-1.0
1,14:43:11.839562,14:44:12.112432,1,-1.0
1,14:43:11.839562,14:44:12.273390,1,-1.0
1,14:43:11.839562,14:44:12.443676,1,-1.0
1,14:43:11.839562,14:44:12.593733,1,-1.0
1,14:43:11.839562,14:44:12.753407,1,-1.0
1,14:43:11.839562,14:44:12.915515,1,-1.0
1,14:43:11.839562,14:44:13.106113,1,-1.0
1,14:43:11.839562,14:44:13.255202,1,-1.0
1,14:43:11.839562,14:44:13.405685,1,-1.0
1,14:43:11.839562,14:44:13.577754,1,-1.0
1,14:43:11.839562,14:44:13.768100,1,-1.0
1,14:43:11.839562,14:44:13.930518,1,-1.0
1,14:43:11.839562,14:44:14.100938,1,-1.0
1,14:43:11.839562,14:44:14.269990,1,-1.0
