Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,14:18:59.372482,14:19:21.675277,1,-1.0
1,14:18:59.372482,14:19:21.960705,1,-1.0
1,14:18:59.372482,14:19:22.247313,1,-1.0
1,14:18:59.372482,14:19:22.535758,1,-1.0
1,14:18:59.372482,14:19:22.772247,1,-1.0
1,14:18:59.372482,14:19:23.061988,1,-1.0
1,14:18:59.372482,14:19:24.313734,-1,-1.0
1,14:18:59.372482,14:19:24.503051,-1,-1.0
1,14:18:59.372482,14:19:24.842796,1,-1.0
1,14:18:59.372482,14:19:25.136725,1,-1.0
1,14:18:59.372482,14:19:25.306790,1,-1.0
1,14:18:59.372482,14:19:25.539318,1,-1.0
1,14:18:59.372482,14:19:25.834112,1,-1.0
1,14:18:59.372482,14:19:26.025574,1,-1.0
1,14:18:59.372482,14:19:26.266705,1,-1.0
1,14:18:59.372482,14:19:26.514595,1,-1.0
1,14:18:59.372482,14:19:26.809151,1,-1.0
1,14:18:59.372482,14:19:26.998354,1,-1.0
1,14:18:59.372482,14:19:27.287349,1,-1.0
1,14:18:59.372482,14:19:27.512484,1,-1.0
1,14:18:59.372482,14:19:27.756804,1,-1.0
1,14:18:59.372482,14:19:28.004882,1,-1.0
1,14:18:59.372482,14:19:28.297374,1,-1.0
1,14:18:59.372482,14:19:28.529916,1,-1.0
1,14:18:59.372482,14:19:28.761519,1,-1.0
1,14:18:59.372482,14:19:29.058658,1,-1.0
1,14:18:59.372482,14:19:29.276447,1,-1.0
1,14:18:59.372482,14:19:29.571077,1,-1.0
1,14:18:59.372482,14:19:29.791494,1,-1.0
1,14:18:59.372482,14:19:30.023826,1,-1.0
1,14:18:59.372482,14:19:30.267369,1,-1.0
1,14:18:59.372482,14:19:30.516985,1,-1.0
1,14:18:59.372482,14:19:30.814886,1,-1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,14:19:30.835646,14:19:35.422247,1,-1.0
2,14:19:30.835646,14:19:35.761220,1,-1.0
2,14:19:30.835646,14:19:36.057358,1,-1.0
2,14:19:30.835646,14:19:36.349244,1,-1.0
2,14:19:30.835646,14:19:36.593146,1,-1.0
2,14:19:30.835646,14:19:36.882747,1,-1.0
2,14:19:30.835646,14:19:37.174373,1,-1.0
2,14:19:30.835646,14:19:37.465605,1,-1.0
2,14:19:30.835646,14:19:37.756294,1,-1.0
2,14:19:30.835646,14:19:37.997852,1,-1.0
2,14:19:30.835646,14:19:38.293259,1,-1.0
2,14:19:30.835646,14:19:38.578317,1,-1.0
2,14:19:30.835646,14:19:38.901000,-1,-1.0
2,14:19:30.835646,14:19:39.194449,-1,-1.0
2,14:19:30.835646,14:19:39.482490,-1,-1.0
2,14:19:30.835646,14:19:39.775408,-1,-1.0
2,14:19:30.835646,14:19:40.069665,-1,-1.0
2,14:19:30.835646,14:19:40.314650,-1,-1.0
2,14:19:30.835646,14:19:40.560381,1,-1.0
2,14:19:30.835646,14:19:40.855206,1,-1.0
2,14:19:30.835646,14:19:41.042068,1,-1.0
2,14:19:30.835646,14:19:41.328365,1,-1.0
2,14:19:30.835646,14:19:41.535512,1,-1.0
2,14:19:30.835646,14:19:41.824851,1,-1.0
2,14:19:30.835646,14:19:42.035410,1,-1.0
2,14:19:30.835646,14:19:42.270630,1,-1.0
2,14:19:30.835646,14:19:42.517183,1,-1.0
2,14:19:30.835646,14:19:42.813938,1,-1.0
2,14:19:30.835646,14:19:43.015531,1,-1.0
2,14:19:30.835646,14:19:43.312339,1,-1.0
2,14:19:30.835646,14:19:43.508939,1,-1.0
2,14:19:30.835646,14:19:43.743472,1,-1.0
2,14:19:30.835646,14:19:44.029545,1,-1.0
2,14:19:30.835646,14:19:44.261301,1,-1.0
2,14:19:30.835646,14:19:44.556244,1,-1.0
2,14:19:30.835646,14:19:44.778575,1,-1.0
2,14:19:30.835646,14:19:45.072396,1,-1.0
2,14:19:30.835646,14:19:45.291433,1,-1.0
2,14:19:30.835646,14:19:45.581637,1,-1.0
2,14:19:30.835646,14:19:45.877287,1,-1.0
2,14:19:30.835646,14:19:46.169680,1,-1.0
2,14:19:30.835646,14:19:46.461247,1,-1.0
2,14:19:30.835646,14:19:46.672453,1,-1.0
2,14:19:30.835646,14:19:47.011061,1,-1.0
2,14:19:30.835646,14:19:47.315085,1,-1.0
2,14:19:30.835646,14:19:47.836505,-1,-1.0
2,14:19:30.835646,14:19:48.130561,-1,-1.0
2,14:19:30.835646,14:19:48.349507,-1,-1.0
2,14:19:30.835646,14:19:48.643229,1,-1.0
2,14:19:30.835646,14:19:48.864450,1,-1.0
2,14:19:30.835646,14:19:49.057100,1,-1.0
2,14:19:30.835646,14:19:49.259883,1,-1.0
2,14:19:30.835646,14:19:49.472553,1,-1.0
2,14:19:30.835646,14:19:49.646418,1,-1.0
2,14:19:30.835646,14:19:49.839398,1,-1.0
2,14:19:30.835646,14:19:50.009850,1,-1.0
2,14:19:30.835646,14:19:50.168633,1,-1.0
2,14:19:30.835646,14:19:50.737923,1,-1.0
2,14:19:30.835646,14:19:50.878424,1,-1.0
2,14:19:30.835646,14:19:51.038427,1,-1.0
2,14:19:30.835646,14:19:51.366433,1,-1.0
2,14:19:30.835646,14:19:51.557380,1,-1.0
2,14:19:30.835646,14:19:51.727121,1,-1.0
2,14:19:30.835646,14:19:51.908289,1,-1.0
2,14:19:30.835646,14:19:52.077782,1,-1.0
2,14:19:30.835646,14:19:52.251285,1,-1.0
2,14:19:30.835646,14:19:52.432557,1,-1.0
2,14:19:30.835646,14:19:52.617173,1,-1.0
2,14:19:30.835646,14:19:52.802932,1,-1.0
2,14:19:30.835646,14:19:52.996356,1,-1.0
2,14:19:30.835646,14:19:53.210331,1,-1.0
2,14:19:30.835646,14:19:53.424920,1,-1.0
2,14:19:30.835646,14:19:53.626321,1,-1.0
2,14:19:30.835646,14:19:53.862254,1,-1.0
2,14:19:30.835646,14:19:54.071236,1,-1.0
2,14:19:30.835646,14:19:54.280973,1,-1.0
2,14:19:30.835646,14:19:54.488097,1,-1.0
2,14:19:30.835646,14:19:54.700992,1,-1.0
